Year,Year ending,Local Government Area,Location Division,Location Subdivision,Location Group,Offence Count
2021,December,Wangaratta,3 Other,38 Recreational,386 Other Rec./Sports,3
2021,December,Wangaratta,3 Other,39 Other location,392 Other Location (Not Elsewhere),32
2021,December,Wangaratta,3 Other,39 Other location,394 Veterinary Clinic,1
2021,December,Warrnambool,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,112
2021,December,Warrnambool,1 Residential,11 Dwelling - private,112 House,1250
2021,December,Warrnambool,1 Residential,11 Dwelling - private,113 Bungalow,2
2021,December,Warrnambool,1 Residential,11 Dwelling - private,114 Caravan/Mobile Home,24
2021,December,Warrnambool,1 Residential,11 Dwelling - private,116 Ministry Of Housing,20
2021,December,Warrnambool,1 Residential,11 Dwelling - private,117 Farm House,1
2021,December,Warrnambool,1 Residential,12 Dwelling  - non-private,121 Boarding House,6
2021,December,Warrnambool,1 Residential,12 Dwelling  - non-private,123 Guest House,2
2021,December,Warrnambool,1 Residential,12 Dwelling  - non-private,124 Nursing Home,5
2021,December,Warrnambool,1 Residential,12 Dwelling  - non-private,125 Hotel/Motel,32
2021,December,Warrnambool,1 Residential,12 Dwelling  - non-private,126 Other Dwelling,4
2021,December,Warrnambool,1 Residential,13 Grounds/surrounding land,132 Backyard,23
2021,December,Warrnambool,1 Residential,13 Grounds/surrounding land,133 Frontyard,88
2021,December,Warrnambool,1 Residential,13 Grounds/surrounding land,134 Garage,49
2021,December,Warrnambool,1 Residential,13 Grounds/surrounding land,135 Shed,13
2021,December,Warrnambool,1 Residential,13 Grounds/surrounding land,136 Premises Under Construction,8
2021,December,Warrnambool,1 Residential,13 Grounds/surrounding land,137 Other Residential (nec),12
2021,December,Warrnambool,1 Residential,13 Grounds/surrounding land,138 Driveway/Carport,107
2021,December,Warrnambool,1 Residential,13 Grounds/surrounding land,139 Carpark Multi Dwelling,11
2021,December,Warrnambool,2 Community,21 Education,211 School,23
2021,December,Warrnambool,2 Community,21 Education,212 School Grounds,14
2021,December,Warrnambool,2 Community,21 Education,213 Other Educational,6
2021,December,Warrnambool,2 Community,22 Health,221 Hospital,20
2021,December,Warrnambool,2 Community,22 Health,222 Medical Centre,8
2021,December,Warrnambool,2 Community,22 Health,224 Other Health,5
2021,December,Warrnambool,2 Community,23 Religious,231 Church,1
2021,December,Warrnambool,2 Community,24 Public Transport,241 Train,1
2021,December,Warrnambool,2 Community,24 Public Transport,242 Train Station,8
2021,December,Warrnambool,2 Community,24 Public Transport,245 Bus/Bus Stop,2
2021,December,Warrnambool,2 Community,25 Other Transport,251 Private Car,3
2021,December,Warrnambool,2 Community,25 Other Transport,253 Boat,1
2021,December,Warrnambool,2 Community,25 Other Transport,255 Carpark (Single Level),34
2021,December,Warrnambool,2 Community,25 Other Transport,256 Carpark (Multi Level),1
2021,December,Warrnambool,2 Community,25 Other Transport,257 Other Transport Type/Area,9
2021,December,Warrnambool,2 Community,26 Justice,261 Police Station,73
2021,December,Warrnambool,2 Community,26 Justice,262 Court,85
2021,December,Warrnambool,2 Community,26 Justice,264 Youth Training Centre,1
2021,December,Warrnambool,2 Community,26 Justice,265 Other Justice Facility,1
2021,December,Warrnambool,2 Community,27 Open Space,271 Parkland/Reserve,30
2021,December,Warrnambool,2 Community,27 Open Space,273 Vacant Block,1
2021,December,Warrnambool,2 Community,27 Open Space,274 Beach Foreshore,2
2021,December,Warrnambool,2 Community,27 Open Space,275 Other Open Space,13
2021,December,Warrnambool,2 Community,27 Open Space,276 Beach Car Park,3
2021,December,Warrnambool,2 Community,28 Street/footpath,281 Street/Lane/Footpath,455
2021,December,Warrnambool,2 Community,29 Other community location,291 Cemetery,1
2021,December,Warrnambool,2 Community,29 Other community location,292 Civic Centre,5
2021,December,Warrnambool,2 Community,29 Other community location,293 Gallery,1
2021,December,Warrnambool,2 Community,29 Other community location,294 Car Wash,1
2021,December,Warrnambool,3 Other,31 Admin/professional,311 Business Office,6
2021,December,Warrnambool,3 Other,31 Admin/professional,312 Other Admin/Professional,8
2021,December,Warrnambool,3 Other,32 Financial,321 Bank,5
2021,December,Warrnambool,3 Other,32 Financial,323 ATM/Eftpos,1
2021,December,Warrnambool,3 Other,33 Retail,331 Chemist/Pharmacy,5
2021,December,Warrnambool,3 Other,33 Retail,3310 24Hr Convenience,1
2021,December,Warrnambool,3 Other,33 Retail,3311 Restaurant/Fastfood,33
2021,December,Warrnambool,3 Other,33 Retail,3312 Other Retail,70
2021,December,Warrnambool,3 Other,33 Retail,332 Service Station,31
2021,December,Warrnambool,3 Other,33 Retail,334 2nd Hand Dealer,2
2021,December,Warrnambool,3 Other,33 Retail,335 Supermarket,39
2021,December,Warrnambool,3 Other,33 Retail,336 Department Store,7
2021,December,Warrnambool,3 Other,33 Retail,337 Shopping Complex,28
2021,December,Warrnambool,3 Other,33 Retail,338 Car Sales Yard,1
2021,December,Warrnambool,3 Other,35 Warehousing/storage,351 Warehousing/Storage,3
2021,December,Warrnambool,3 Other,36 Manufacturing,361 Factory,1
2021,December,Warrnambool,3 Other,37 Agricultural,371 Farmland/Agricultural,3
2021,December,Warrnambool,3 Other,37 Agricultural,373 Other Agricultural,1
2021,December,Warrnambool,3 Other,38 Recreational,381 Licensed Premises,44
2021,December,Warrnambool,3 Other,38 Recreational,382 Tab,3
2021,December,Warrnambool,3 Other,38 Recreational,384 Sport Area/Facility,9
2021,December,Warrnambool,3 Other,38 Recreational,385 Gaming Venue,4
2021,December,Warrnambool,3 Other,38 Recreational,386 Other Rec./Sports,7
2021,December,Warrnambool,3 Other,39 Other location,392 Other Location (Not Elsewhere),59
2021,December,Warrnambool,3 Other,39 Other location,394 Veterinary Clinic,1
2021,December,Wellington,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,249
2021,December,Wellington,1 Residential,11 Dwelling - private,112 House,1707
2021,December,Wellington,1 Residential,11 Dwelling - private,113 Bungalow,3
2021,December,Wellington,1 Residential,11 Dwelling - private,114 Caravan/Mobile Home,31
2021,December,Wellington,1 Residential,11 Dwelling - private,115 Houseboat,11
2021,December,Wellington,1 Residential,11 Dwelling - private,116 Ministry Of Housing,18
2021,December,Wellington,1 Residential,11 Dwelling - private,117 Farm House,46
2021,December,Wellington,1 Residential,12 Dwelling  - non-private,121 Boarding House,2
2021,December,Wellington,1 Residential,12 Dwelling  - non-private,122 Holiday Home,14
2021,December,Wellington,1 Residential,12 Dwelling  - non-private,124 Nursing Home,6
2021,December,Wellington,1 Residential,12 Dwelling  - non-private,125 Hotel/Motel,38
2021,December,Wellington,1 Residential,12 Dwelling  - non-private,126 Other Dwelling,8
2021,December,Wellington,1 Residential,13 Grounds/surrounding land,1310 Farm Building,10
2021,December,Wellington,1 Residential,13 Grounds/surrounding land,132 Backyard,44
2021,December,Wellington,1 Residential,13 Grounds/surrounding land,133 Frontyard,102
2021,December,Wellington,1 Residential,13 Grounds/surrounding land,134 Garage,27
2021,December,Wellington,1 Residential,13 Grounds/surrounding land,135 Shed,56
2021,December,Wellington,1 Residential,13 Grounds/surrounding land,136 Premises Under Construction,2
2021,December,Wellington,1 Residential,13 Grounds/surrounding land,137 Other Residential (nec),17
2021,December,Wellington,1 Residential,13 Grounds/surrounding land,138 Driveway/Carport,107
2021,December,Wellington,1 Residential,13 Grounds/surrounding land,139 Carpark Multi Dwelling,11
2021,December,Wellington,2 Community,21 Education,211 School,31
2021,December,Wellington,2 Community,21 Education,212 School Grounds,12
2021,December,Wellington,2 Community,21 Education,213 Other Educational,9
2021,December,Wellington,2 Community,22 Health,221 Hospital,16
2021,December,Wellington,2 Community,22 Health,222 Medical Centre,2
2021,December,Wellington,2 Community,22 Health,223 Dental,1
2021,December,Wellington,2 Community,22 Health,224 Other Health,11
2021,December,Wellington,2 Community,23 Religious,231 Church,2
2021,December,Wellington,2 Community,23 Religious,232 Other religious,1
2021,December,Wellington,2 Community,24 Public Transport,241 Train,1
2021,December,Wellington,2 Community,24 Public Transport,242 Train Station,12
2021,December,Wellington,2 Community,24 Public Transport,243 Railway Carpark,6
2021,December,Wellington,2 Community,24 Public Transport,245 Bus/Bus Stop,7
2021,December,Wellington,2 Community,24 Public Transport,247 Freight Yard,1
2021,December,Wellington,2 Community,24 Public Transport,249 Taxi,1
2021,December,Wellington,2 Community,25 Other Transport,251 Private Car,5
2021,December,Wellington,2 Community,25 Other Transport,254 Dock/Wharf,8
2021,December,Wellington,2 Community,25 Other Transport,255 Carpark (Single Level),41
2021,December,Wellington,2 Community,25 Other Transport,257 Other Transport Type/Area,10
2021,December,Wellington,2 Community,26 Justice,261 Police Station,46
2021,December,Wellington,2 Community,26 Justice,262 Court,39
2021,December,Wellington,2 Community,26 Justice,269 Other Justice (nec),52
2021,December,Wellington,2 Community,27 Open Space,271 Parkland/Reserve,86
2021,December,Wellington,2 Community,27 Open Space,272 Rural,13
2021,December,Wellington,2 Community,27 Open Space,273 Vacant Block,2
2021,December,Wellington,2 Community,27 Open Space,274 Beach Foreshore,9
2021,December,Wellington,2 Community,27 Open Space,275 Other Open Space,8
2021,December,Wellington,2 Community,27 Open Space,276 Beach Car Park,4
2021,December,Wellington,2 Community,28 Street/footpath,281 Street/Lane/Footpath,499
2021,December,Wellington,2 Community,29 Other community location,291 Cemetery,7
2021,December,Wellington,2 Community,29 Other community location,292 Civic Centre,8
2021,December,Wellington,2 Community,29 Other community location,294 Car Wash,6
2021,December,Wellington,3 Other,31 Admin/professional,311 Business Office,14
2021,December,Wellington,3 Other,31 Admin/professional,312 Other Admin/Professional,1
2021,December,Wellington,3 Other,32 Financial,321 Bank,1
2021,December,Wellington,3 Other,32 Financial,324 Other Financial,1
2021,December,Wellington,3 Other,33 Retail,331 Chemist/Pharmacy,25
2021,December,Wellington,3 Other,33 Retail,3310 24Hr Convenience,12
2021,December,Wellington,3 Other,33 Retail,3311 Restaurant/Fastfood,32
2021,December,Wellington,3 Other,33 Retail,3312 Other Retail,70
2021,December,Wellington,3 Other,33 Retail,332 Service Station,61
2021,December,Wellington,3 Other,33 Retail,333 Jeweller,2
2021,December,Wellington,3 Other,33 Retail,335 Supermarket,75
2021,December,Wellington,3 Other,33 Retail,336 Department Store,16
2021,December,Wellington,3 Other,33 Retail,337 Shopping Complex,24
2021,December,Wellington,3 Other,33 Retail,338 Car Sales Yard,5
2021,December,Wellington,3 Other,33 Retail,339 Milkbar,2
2021,December,Wellington,3 Other,34 Wholesale,341 Any Wholesale,4
2021,December,Wellington,3 Other,35 Warehousing/storage,351 Warehousing/Storage,11
2021,December,Wellington,3 Other,36 Manufacturing,361 Factory,5
2021,December,Wellington,3 Other,36 Manufacturing,362 Any Manufacturing,2
2021,December,Wellington,3 Other,37 Agricultural,371 Farmland/Agricultural,51
2021,December,Wellington,3 Other,37 Agricultural,373 Other Agricultural,8
2021,December,Wellington,3 Other,38 Recreational,381 Licensed Premises,57
2021,December,Wellington,3 Other,38 Recreational,384 Sport Area/Facility,20
2021,December,Wellington,3 Other,38 Recreational,385 Gaming Venue,13
2021,December,Wellington,3 Other,38 Recreational,386 Other Rec./Sports,16
2021,December,Wellington,3 Other,39 Other location,392 Other Location (Not Elsewhere),83
2021,December,Wellington,3 Other,39 Other location,393 Construction Site,4
2021,December,Wellington,3 Other,39 Other location,394 Veterinary Clinic,1
2021,December,West Wimmera,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,6
2021,December,West Wimmera,1 Residential,11 Dwelling - private,112 House,91
2021,December,West Wimmera,1 Residential,11 Dwelling - private,116 Ministry Of Housing,8
2021,December,West Wimmera,1 Residential,11 Dwelling - private,117 Farm House,8
2021,December,West Wimmera,1 Residential,12 Dwelling  - non-private,125 Hotel/Motel,1
2021,December,West Wimmera,1 Residential,13 Grounds/surrounding land,1310 Farm Building,3
2021,December,West Wimmera,1 Residential,13 Grounds/surrounding land,132 Backyard,4
2021,December,West Wimmera,1 Residential,13 Grounds/surrounding land,133 Frontyard,4
2021,December,West Wimmera,1 Residential,13 Grounds/surrounding land,135 Shed,3
2021,December,West Wimmera,1 Residential,13 Grounds/surrounding land,136 Premises Under Construction,1
2021,December,West Wimmera,1 Residential,13 Grounds/surrounding land,137 Other Residential (nec),1
2021,December,West Wimmera,1 Residential,13 Grounds/surrounding land,138 Driveway/Carport,4
2021,December,West Wimmera,2 Community,21 Education,212 School Grounds,1
2021,December,West Wimmera,2 Community,26 Justice,261 Police Station,1
2021,December,West Wimmera,2 Community,27 Open Space,271 Parkland/Reserve,1
2021,December,West Wimmera,2 Community,27 Open Space,272 Rural,5
2021,December,West Wimmera,2 Community,28 Street/footpath,281 Street/Lane/Footpath,32
2021,December,West Wimmera,2 Community,29 Other community location,292 Civic Centre,1
2021,December,West Wimmera,3 Other,33 Retail,332 Service Station,2
2021,December,West Wimmera,3 Other,37 Agricultural,371 Farmland/Agricultural,15
2021,December,West Wimmera,3 Other,37 Agricultural,373 Other Agricultural,1
2021,December,West Wimmera,3 Other,38 Recreational,381 Licensed Premises,4
2021,December,West Wimmera,3 Other,38 Recreational,384 Sport Area/Facility,1
2021,December,West Wimmera,3 Other,39 Other location,392 Other Location (Not Elsewhere),5
2021,December,Whitehorse,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,635
