Year,Year ending,Local Government Area,Location Division,Location Subdivision,Location Group,Offence Count
2019,December,Strathbogie,1 Residential,12 Dwelling  - non-private,126 Other Dwelling,1
2019,December,Strathbogie,1 Residential,13 Grounds/surrounding land,1310 Farm Building,10
2019,December,Strathbogie,1 Residential,13 Grounds/surrounding land,132 Backyard,8
2019,December,Strathbogie,1 Residential,13 Grounds/surrounding land,133 Frontyard,12
2019,December,Strathbogie,1 Residential,13 Grounds/surrounding land,134 Garage,2
2019,December,Strathbogie,1 Residential,13 Grounds/surrounding land,135 Shed,17
2019,December,Strathbogie,1 Residential,13 Grounds/surrounding land,136 Premises Under Construction,3
2019,December,Strathbogie,1 Residential,13 Grounds/surrounding land,137 Other Residential (nec),1
2019,December,Strathbogie,1 Residential,13 Grounds/surrounding land,138 Driveway/Carport,11
2019,December,Strathbogie,1 Residential,13 Grounds/surrounding land,139 Carpark Multi Dwelling,1
2019,December,Strathbogie,2 Community,21 Education,211 School,1
2019,December,Strathbogie,2 Community,21 Education,212 School Grounds,4
2019,December,Strathbogie,2 Community,24 Public Transport,242 Train Station,2
2019,December,Strathbogie,2 Community,25 Other Transport,251 Private Car,1
2019,December,Strathbogie,2 Community,25 Other Transport,253 Boat,1
2019,December,Strathbogie,2 Community,25 Other Transport,255 Carpark (Single Level),4
2019,December,Strathbogie,2 Community,25 Other Transport,257 Other Transport Type/Area,6
2019,December,Strathbogie,2 Community,27 Open Space,271 Parkland/Reserve,12
2019,December,Strathbogie,2 Community,27 Open Space,272 Rural,4
2019,December,Strathbogie,2 Community,27 Open Space,275 Other Open Space,5
2019,December,Strathbogie,2 Community,28 Street/footpath,281 Street/Lane/Footpath,87
2019,December,Strathbogie,2 Community,29 Other community location,291 Cemetery,1
2019,December,Strathbogie,2 Community,29 Other community location,294 Car Wash,3
2019,December,Strathbogie,3 Other,31 Admin/professional,311 Business Office,4
2019,December,Strathbogie,3 Other,32 Financial,324 Other Financial,1
2019,December,Strathbogie,3 Other,33 Retail,331 Chemist/Pharmacy,1
2019,December,Strathbogie,3 Other,33 Retail,3310 24Hr Convenience,3
2019,December,Strathbogie,3 Other,33 Retail,3311 Restaurant/Fastfood,3
2019,December,Strathbogie,3 Other,33 Retail,3312 Other Retail,7
2019,December,Strathbogie,3 Other,33 Retail,332 Service Station,57
2019,December,Strathbogie,3 Other,33 Retail,335 Supermarket,4
2019,December,Strathbogie,3 Other,33 Retail,337 Shopping Complex,1
2019,December,Strathbogie,3 Other,35 Warehousing/storage,351 Warehousing/Storage,1
2019,December,Strathbogie,3 Other,36 Manufacturing,361 Factory,1
2019,December,Strathbogie,3 Other,37 Agricultural,371 Farmland/Agricultural,33
2019,December,Strathbogie,3 Other,37 Agricultural,373 Other Agricultural,3
2019,December,Strathbogie,3 Other,38 Recreational,381 Licensed Premises,3
2019,December,Strathbogie,3 Other,38 Recreational,384 Sport Area/Facility,5
2019,December,Strathbogie,3 Other,38 Recreational,385 Gaming Venue,1
2019,December,Strathbogie,3 Other,38 Recreational,386 Other Rec./Sports,5
2019,December,Strathbogie,3 Other,39 Other location,392 Other Location (Not Elsewhere),18
2019,December,Strathbogie,3 Other,39 Other location,393 Construction Site,1
2019,December,Surf Coast,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,7
2019,December,Surf Coast,1 Residential,11 Dwelling - private,112 House,355
2019,December,Surf Coast,1 Residential,11 Dwelling - private,113 Bungalow,2
2019,December,Surf Coast,1 Residential,11 Dwelling - private,114 Caravan/Mobile Home,14
2019,December,Surf Coast,1 Residential,11 Dwelling - private,117 Farm House,4
2019,December,Surf Coast,1 Residential,12 Dwelling  - non-private,122 Holiday Home,21
2019,December,Surf Coast,1 Residential,12 Dwelling  - non-private,123 Guest House,1
2019,December,Surf Coast,1 Residential,12 Dwelling  - non-private,124 Nursing Home,1
2019,December,Surf Coast,1 Residential,12 Dwelling  - non-private,125 Hotel/Motel,15
2019,December,Surf Coast,1 Residential,12 Dwelling  - non-private,126 Other Dwelling,7
2019,December,Surf Coast,1 Residential,13 Grounds/surrounding land,1310 Farm Building,5
2019,December,Surf Coast,1 Residential,13 Grounds/surrounding land,132 Backyard,19
2019,December,Surf Coast,1 Residential,13 Grounds/surrounding land,133 Frontyard,63
2019,December,Surf Coast,1 Residential,13 Grounds/surrounding land,134 Garage,15
2019,December,Surf Coast,1 Residential,13 Grounds/surrounding land,135 Shed,12
2019,December,Surf Coast,1 Residential,13 Grounds/surrounding land,136 Premises Under Construction,15
2019,December,Surf Coast,1 Residential,13 Grounds/surrounding land,137 Other Residential (nec),4
2019,December,Surf Coast,1 Residential,13 Grounds/surrounding land,138 Driveway/Carport,48
2019,December,Surf Coast,1 Residential,13 Grounds/surrounding land,139 Carpark Multi Dwelling,2
2019,December,Surf Coast,2 Community,21 Education,211 School,10
2019,December,Surf Coast,2 Community,21 Education,212 School Grounds,1
2019,December,Surf Coast,2 Community,21 Education,213 Other Educational,9
2019,December,Surf Coast,2 Community,22 Health,221 Hospital,2
2019,December,Surf Coast,2 Community,22 Health,222 Medical Centre,1
2019,December,Surf Coast,2 Community,22 Health,224 Other Health,2
2019,December,Surf Coast,2 Community,23 Religious,231 Church,2
2019,December,Surf Coast,2 Community,24 Public Transport,242 Train Station,4
2019,December,Surf Coast,2 Community,24 Public Transport,245 Bus/Bus Stop,3
2019,December,Surf Coast,2 Community,24 Public Transport,249 Taxi,1
2019,December,Surf Coast,2 Community,25 Other Transport,252 Airfield,1
2019,December,Surf Coast,2 Community,25 Other Transport,255 Carpark (Single Level),30
2019,December,Surf Coast,2 Community,25 Other Transport,256 Carpark (Multi Level),1
2019,December,Surf Coast,2 Community,25 Other Transport,257 Other Transport Type/Area,3
2019,December,Surf Coast,2 Community,26 Justice,261 Police Station,1
2019,December,Surf Coast,2 Community,27 Open Space,271 Parkland/Reserve,17
2019,December,Surf Coast,2 Community,27 Open Space,272 Rural,4
2019,December,Surf Coast,2 Community,27 Open Space,273 Vacant Block,1
2019,December,Surf Coast,2 Community,27 Open Space,274 Beach Foreshore,26
2019,December,Surf Coast,2 Community,27 Open Space,275 Other Open Space,9
2019,December,Surf Coast,2 Community,27 Open Space,276 Beach Car Park,30
2019,December,Surf Coast,2 Community,28 Street/footpath,281 Street/Lane/Footpath,197
2019,December,Surf Coast,2 Community,29 Other community location,292 Civic Centre,2
2019,December,Surf Coast,3 Other,31 Admin/professional,311 Business Office,9
2019,December,Surf Coast,3 Other,31 Admin/professional,312 Other Admin/Professional,1
2019,December,Surf Coast,3 Other,33 Retail,331 Chemist/Pharmacy,1
2019,December,Surf Coast,3 Other,33 Retail,3310 24Hr Convenience,1
2019,December,Surf Coast,3 Other,33 Retail,3311 Restaurant/Fastfood,28
2019,December,Surf Coast,3 Other,33 Retail,3312 Other Retail,28
2019,December,Surf Coast,3 Other,33 Retail,332 Service Station,28
2019,December,Surf Coast,3 Other,33 Retail,335 Supermarket,54
2019,December,Surf Coast,3 Other,33 Retail,337 Shopping Complex,10
2019,December,Surf Coast,3 Other,33 Retail,338 Car Sales Yard,1
2019,December,Surf Coast,3 Other,33 Retail,339 Milkbar,2
2019,December,Surf Coast,3 Other,35 Warehousing/storage,351 Warehousing/Storage,1
2019,December,Surf Coast,3 Other,36 Manufacturing,361 Factory,1
2019,December,Surf Coast,3 Other,37 Agricultural,371 Farmland/Agricultural,14
2019,December,Surf Coast,3 Other,38 Recreational,381 Licensed Premises,39
2019,December,Surf Coast,3 Other,38 Recreational,382 Tab,2
2019,December,Surf Coast,3 Other,38 Recreational,384 Sport Area/Facility,1
2019,December,Surf Coast,3 Other,38 Recreational,385 Gaming Venue,5
2019,December,Surf Coast,3 Other,38 Recreational,386 Other Rec./Sports,7
2019,December,Surf Coast,3 Other,39 Other location,392 Other Location (Not Elsewhere),19
2019,December,Surf Coast,3 Other,39 Other location,393 Construction Site,5
2019,December,Swan Hill,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,121
2019,December,Swan Hill,1 Residential,11 Dwelling - private,112 House,832
2019,December,Swan Hill,1 Residential,11 Dwelling - private,113 Bungalow,5
2019,December,Swan Hill,1 Residential,11 Dwelling - private,114 Caravan/Mobile Home,2
2019,December,Swan Hill,1 Residential,11 Dwelling - private,116 Ministry Of Housing,22
2019,December,Swan Hill,1 Residential,11 Dwelling - private,117 Farm House,17
2019,December,Swan Hill,1 Residential,12 Dwelling  - non-private,121 Boarding House,2
2019,December,Swan Hill,1 Residential,12 Dwelling  - non-private,122 Holiday Home,1
2019,December,Swan Hill,1 Residential,12 Dwelling  - non-private,124 Nursing Home,3
2019,December,Swan Hill,1 Residential,12 Dwelling  - non-private,125 Hotel/Motel,33
2019,December,Swan Hill,1 Residential,12 Dwelling  - non-private,126 Other Dwelling,3
2019,December,Swan Hill,1 Residential,13 Grounds/surrounding land,1310 Farm Building,5
2019,December,Swan Hill,1 Residential,13 Grounds/surrounding land,132 Backyard,37
2019,December,Swan Hill,1 Residential,13 Grounds/surrounding land,133 Frontyard,75
2019,December,Swan Hill,1 Residential,13 Grounds/surrounding land,134 Garage,18
2019,December,Swan Hill,1 Residential,13 Grounds/surrounding land,135 Shed,17
2019,December,Swan Hill,1 Residential,13 Grounds/surrounding land,137 Other Residential (nec),6
2019,December,Swan Hill,1 Residential,13 Grounds/surrounding land,138 Driveway/Carport,79
2019,December,Swan Hill,1 Residential,13 Grounds/surrounding land,139 Carpark Multi Dwelling,2
2019,December,Swan Hill,2 Community,21 Education,211 School,30
2019,December,Swan Hill,2 Community,21 Education,212 School Grounds,12
2019,December,Swan Hill,2 Community,21 Education,213 Other Educational,1
2019,December,Swan Hill,2 Community,22 Health,221 Hospital,8
2019,December,Swan Hill,2 Community,22 Health,222 Medical Centre,2
2019,December,Swan Hill,2 Community,22 Health,224 Other Health,4
2019,December,Swan Hill,2 Community,23 Religious,231 Church,2
2019,December,Swan Hill,2 Community,24 Public Transport,241 Train,1
2019,December,Swan Hill,2 Community,24 Public Transport,242 Train Station,7
2019,December,Swan Hill,2 Community,24 Public Transport,243 Railway Carpark,2
2019,December,Swan Hill,2 Community,24 Public Transport,245 Bus/Bus Stop,5
2019,December,Swan Hill,2 Community,24 Public Transport,249 Taxi,13
2019,December,Swan Hill,2 Community,25 Other Transport,251 Private Car,1
2019,December,Swan Hill,2 Community,25 Other Transport,255 Carpark (Single Level),30
2019,December,Swan Hill,2 Community,25 Other Transport,257 Other Transport Type/Area,4
2019,December,Swan Hill,2 Community,26 Justice,261 Police Station,124
2019,December,Swan Hill,2 Community,26 Justice,262 Court,92
2019,December,Swan Hill,2 Community,27 Open Space,271 Parkland/Reserve,35
2019,December,Swan Hill,2 Community,27 Open Space,272 Rural,6
2019,December,Swan Hill,2 Community,27 Open Space,273 Vacant Block,5
2019,December,Swan Hill,2 Community,27 Open Space,275 Other Open Space,4
2019,December,Swan Hill,2 Community,28 Street/footpath,281 Street/Lane/Footpath,436
2019,December,Swan Hill,2 Community,29 Other community location,292 Civic Centre,3
2019,December,Swan Hill,2 Community,29 Other community location,293 Gallery,1
2019,December,Swan Hill,3 Other,31 Admin/professional,311 Business Office,11
2019,December,Swan Hill,3 Other,31 Admin/professional,312 Other Admin/Professional,3
2019,December,Swan Hill,3 Other,32 Financial,321 Bank,7
2019,December,Swan Hill,3 Other,32 Financial,323 ATM/Eftpos,4
2019,December,Swan Hill,3 Other,33 Retail,331 Chemist/Pharmacy,2
2019,December,Swan Hill,3 Other,33 Retail,3310 24Hr Convenience,1
2019,December,Swan Hill,3 Other,33 Retail,3311 Restaurant/Fastfood,14
2019,December,Swan Hill,3 Other,33 Retail,3312 Other Retail,61
2019,December,Swan Hill,3 Other,33 Retail,332 Service Station,44
2019,December,Swan Hill,3 Other,33 Retail,333 Jeweller,3
2019,December,Swan Hill,3 Other,33 Retail,335 Supermarket,71
2019,December,Swan Hill,3 Other,33 Retail,336 Department Store,11
2019,December,Swan Hill,3 Other,33 Retail,337 Shopping Complex,12
2019,December,Swan Hill,3 Other,33 Retail,338 Car Sales Yard,1
2019,December,Swan Hill,3 Other,34 Wholesale,341 Any Wholesale,1
2019,December,Swan Hill,3 Other,35 Warehousing/storage,351 Warehousing/Storage,6
2019,December,Swan Hill,3 Other,36 Manufacturing,361 Factory,4
2019,December,Swan Hill,3 Other,36 Manufacturing,362 Any Manufacturing,4
2019,December,Swan Hill,3 Other,37 Agricultural,371 Farmland/Agricultural,25
2019,December,Swan Hill,3 Other,37 Agricultural,373 Other Agricultural,10
2019,December,Swan Hill,3 Other,38 Recreational,381 Licensed Premises,45
2019,December,Swan Hill,3 Other,38 Recreational,384 Sport Area/Facility,7
2019,December,Swan Hill,3 Other,38 Recreational,385 Gaming Venue,1
2019,December,Swan Hill,3 Other,38 Recreational,386 Other Rec./Sports,8
2019,December,Swan Hill,3 Other,39 Other location,392 Other Location (Not Elsewhere),40
2019,December,Swan Hill,3 Other,39 Other location,393 Construction Site,1
2019,December,Towong,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,1
2019,December,Towong,1 Residential,11 Dwelling - private,112 House,87
2019,December,Towong,1 Residential,11 Dwelling - private,116 Ministry Of Housing,2
2019,December,Towong,1 Residential,11 Dwelling - private,117 Farm House,4
2019,December,Towong,1 Residential,12 Dwelling  - non-private,125 Hotel/Motel,3
2019,December,Towong,1 Residential,13 Grounds/surrounding land,1310 Farm Building,2
2019,December,Towong,1 Residential,13 Grounds/surrounding land,132 Backyard,1
2019,December,Towong,1 Residential,13 Grounds/surrounding land,133 Frontyard,6
2019,December,Towong,1 Residential,13 Grounds/surrounding land,135 Shed,2
2019,December,Towong,1 Residential,13 Grounds/surrounding land,138 Driveway/Carport,2
2019,December,Towong,2 Community,21 Education,211 School,1
2019,December,Towong,2 Community,21 Education,212 School Grounds,4
2019,December,Towong,2 Community,21 Education,213 Other Educational,1
2019,December,Towong,2 Community,23 Religious,231 Church,3
2019,December,Towong,2 Community,25 Other Transport,255 Carpark (Single Level),1
2019,December,Towong,2 Community,27 Open Space,271 Parkland/Reserve,9
2019,December,Towong,2 Community,27 Open Space,272 Rural,4
2019,December,Towong,2 Community,27 Open Space,275 Other Open Space,4
2019,December,Towong,2 Community,28 Street/footpath,281 Street/Lane/Footpath,20
2019,December,Towong,2 Community,29 Other community location,291 Cemetery,1
2019,December,Towong,3 Other,31 Admin/professional,311 Business Office,2
2019,December,Towong,3 Other,31 Admin/professional,312 Other Admin/Professional,1
2019,December,Towong,3 Other,32 Financial,321 Bank,1
2019,December,Towong,3 Other,33 Retail,331 Chemist/Pharmacy,1
2019,December,Towong,3 Other,33 Retail,3310 24Hr Convenience,1
2019,December,Towong,3 Other,33 Retail,3311 Restaurant/Fastfood,1
2019,December,Towong,3 Other,33 Retail,3312 Other Retail,1
2019,December,Towong,3 Other,33 Retail,332 Service Station,5
2019,December,Towong,3 Other,33 Retail,335 Supermarket,3
2019,December,Towong,3 Other,35 Warehousing/storage,351 Warehousing/Storage,2
2019,December,Towong,3 Other,37 Agricultural,371 Farmland/Agricultural,6
2019,December,Towong,3 Other,38 Recreational,381 Licensed Premises,9
2019,December,Towong,3 Other,38 Recreational,386 Other Rec./Sports,1
2019,December,Towong,3 Other,39 Other location,392 Other Location (Not Elsewhere),7
2019,December,Towong,3 Other,39 Other location,393 Construction Site,1
2019,December,Wangaratta,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,131
2019,December,Wangaratta,1 Residential,11 Dwelling - private,112 House,751
2019,December,Wangaratta,1 Residential,11 Dwelling - private,113 Bungalow,2
2019,December,Wangaratta,1 Residential,11 Dwelling - private,114 Caravan/Mobile Home,5
2019,December,Wangaratta,1 Residential,11 Dwelling - private,116 Ministry Of Housing,18
2019,December,Wangaratta,1 Residential,11 Dwelling - private,117 Farm House,41
2019,December,Wangaratta,1 Residential,12 Dwelling  - non-private,121 Boarding House,5
2019,December,Wangaratta,1 Residential,12 Dwelling  - non-private,123 Guest House,2
2019,December,Wangaratta,1 Residential,12 Dwelling  - non-private,124 Nursing Home,2
2019,December,Wangaratta,1 Residential,12 Dwelling  - non-private,125 Hotel/Motel,6
2019,December,Wangaratta,1 Residential,12 Dwelling  - non-private,126 Other Dwelling,3
2019,December,Wangaratta,1 Residential,13 Grounds/surrounding land,1310 Farm Building,11
2019,December,Wangaratta,1 Residential,13 Grounds/surrounding land,132 Backyard,30
2019,December,Wangaratta,1 Residential,13 Grounds/surrounding land,133 Frontyard,51
2019,December,Wangaratta,1 Residential,13 Grounds/surrounding land,134 Garage,11
2019,December,Wangaratta,1 Residential,13 Grounds/surrounding land,135 Shed,21
2019,December,Wangaratta,1 Residential,13 Grounds/surrounding land,136 Premises Under Construction,1
2019,December,Wangaratta,1 Residential,13 Grounds/surrounding land,137 Other Residential (nec),3
2019,December,Wangaratta,1 Residential,13 Grounds/surrounding land,138 Driveway/Carport,66
2019,December,Wangaratta,1 Residential,13 Grounds/surrounding land,139 Carpark Multi Dwelling,3
2019,December,Wangaratta,2 Community,21 Education,211 School,26
2019,December,Wangaratta,2 Community,21 Education,212 School Grounds,15
2019,December,Wangaratta,2 Community,21 Education,213 Other Educational,32
2019,December,Wangaratta,2 Community,22 Health,221 Hospital,18
2019,December,Wangaratta,2 Community,22 Health,222 Medical Centre,37
2019,December,Wangaratta,2 Community,22 Health,224 Other Health,4
2019,December,Wangaratta,2 Community,23 Religious,231 Church,3
2019,December,Wangaratta,2 Community,24 Public Transport,242 Train Station,16
2019,December,Wangaratta,2 Community,24 Public Transport,243 Railway Carpark,5
2019,December,Wangaratta,2 Community,24 Public Transport,245 Bus/Bus Stop,2
2019,December,Wangaratta,2 Community,25 Other Transport,251 Private Car,4
2019,December,Wangaratta,2 Community,25 Other Transport,255 Carpark (Single Level),21
2019,December,Wangaratta,2 Community,25 Other Transport,256 Carpark (Multi Level),3
2019,December,Wangaratta,2 Community,25 Other Transport,257 Other Transport Type/Area,8
2019,December,Wangaratta,2 Community,26 Justice,261 Police Station,29
2019,December,Wangaratta,2 Community,26 Justice,262 Court,51
2019,December,Wangaratta,2 Community,26 Justice,265 Other Justice Facility,4
2019,December,Wangaratta,2 Community,27 Open Space,271 Parkland/Reserve,41
2019,December,Wangaratta,2 Community,27 Open Space,272 Rural,7
2019,December,Wangaratta,2 Community,27 Open Space,273 Vacant Block,1
2019,December,Wangaratta,2 Community,27 Open Space,275 Other Open Space,7
2019,December,Wangaratta,2 Community,28 Street/footpath,281 Street/Lane/Footpath,444
2019,December,Wangaratta,3 Other,31 Admin/professional,311 Business Office,15
2019,December,Wangaratta,3 Other,31 Admin/professional,312 Other Admin/Professional,1
2019,December,Wangaratta,3 Other,32 Financial,321 Bank,6
2019,December,Wangaratta,3 Other,32 Financial,323 ATM/Eftpos,1
2019,December,Wangaratta,3 Other,33 Retail,331 Chemist/Pharmacy,2
2019,December,Wangaratta,3 Other,33 Retail,3310 24Hr Convenience,18
2019,December,Wangaratta,3 Other,33 Retail,3311 Restaurant/Fastfood,31
2019,December,Wangaratta,3 Other,33 Retail,3312 Other Retail,80
2019,December,Wangaratta,3 Other,33 Retail,332 Service Station,58
2019,December,Wangaratta,3 Other,33 Retail,334 2nd Hand Dealer,1
2019,December,Wangaratta,3 Other,33 Retail,335 Supermarket,36
2019,December,Wangaratta,3 Other,33 Retail,336 Department Store,35
2019,December,Wangaratta,3 Other,33 Retail,337 Shopping Complex,20
2019,December,Wangaratta,3 Other,33 Retail,338 Car Sales Yard,3
2019,December,Wangaratta,3 Other,35 Warehousing/storage,351 Warehousing/Storage,8
2019,December,Wangaratta,3 Other,36 Manufacturing,361 Factory,4
2019,December,Wangaratta,3 Other,37 Agricultural,371 Farmland/Agricultural,19
2019,December,Wangaratta,3 Other,37 Agricultural,373 Other Agricultural,1
2019,December,Wangaratta,3 Other,38 Recreational,381 Licensed Premises,37
2019,December,Wangaratta,3 Other,38 Recreational,383 Cinema,2
2019,December,Wangaratta,3 Other,38 Recreational,384 Sport Area/Facility,13
2019,December,Wangaratta,3 Other,38 Recreational,385 Gaming Venue,3
2019,December,Wangaratta,3 Other,38 Recreational,386 Other Rec./Sports,11
2019,December,Wangaratta,3 Other,39 Other location,392 Other Location (Not Elsewhere),75
2019,December,Wangaratta,3 Other,39 Other location,393 Construction Site,3
2019,December,Warrnambool,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,136
2019,December,Warrnambool,1 Residential,11 Dwelling - private,112 House,1023
2019,December,Warrnambool,1 Residential,11 Dwelling - private,113 Bungalow,2
2019,December,Warrnambool,1 Residential,11 Dwelling - private,114 Caravan/Mobile Home,10
2019,December,Warrnambool,1 Residential,11 Dwelling - private,116 Ministry Of Housing,37
2019,December,Warrnambool,1 Residential,11 Dwelling - private,117 Farm House,1
2019,December,Warrnambool,1 Residential,12 Dwelling  - non-private,121 Boarding House,2
2019,December,Warrnambool,1 Residential,12 Dwelling  - non-private,122 Holiday Home,1
2019,December,Warrnambool,1 Residential,12 Dwelling  - non-private,123 Guest House,4
2019,December,Warrnambool,1 Residential,12 Dwelling  - non-private,124 Nursing Home,6
2019,December,Warrnambool,1 Residential,12 Dwelling  - non-private,125 Hotel/Motel,22
2019,December,Warrnambool,1 Residential,12 Dwelling  - non-private,126 Other Dwelling,8
2019,December,Warrnambool,1 Residential,13 Grounds/surrounding land,131 Clothesline/Laundry,2
2019,December,Warrnambool,1 Residential,13 Grounds/surrounding land,132 Backyard,30
2019,December,Warrnambool,1 Residential,13 Grounds/surrounding land,133 Frontyard,105
2019,December,Warrnambool,1 Residential,13 Grounds/surrounding land,134 Garage,39
2019,December,Warrnambool,1 Residential,13 Grounds/surrounding land,135 Shed,19
2019,December,Warrnambool,1 Residential,13 Grounds/surrounding land,136 Premises Under Construction,3
2019,December,Warrnambool,1 Residential,13 Grounds/surrounding land,137 Other Residential (nec),19
2019,December,Warrnambool,1 Residential,13 Grounds/surrounding land,138 Driveway/Carport,102
2019,December,Warrnambool,1 Residential,13 Grounds/surrounding land,139 Carpark Multi Dwelling,5
2019,December,Warrnambool,2 Community,21 Education,211 School,29
2019,December,Warrnambool,2 Community,21 Education,212 School Grounds,15
2019,December,Warrnambool,2 Community,21 Education,213 Other Educational,4
2019,December,Warrnambool,2 Community,22 Health,221 Hospital,20
2019,December,Warrnambool,2 Community,22 Health,222 Medical Centre,2
2019,December,Warrnambool,2 Community,22 Health,224 Other Health,3
2019,December,Warrnambool,2 Community,23 Religious,231 Church,13
2019,December,Warrnambool,2 Community,23 Religious,232 Other religious,1
2019,December,Warrnambool,2 Community,24 Public Transport,241 Train,1
2019,December,Warrnambool,2 Community,24 Public Transport,242 Train Station,14
2019,December,Warrnambool,2 Community,24 Public Transport,243 Railway Carpark,1
2019,December,Warrnambool,2 Community,24 Public Transport,245 Bus/Bus Stop,12
2019,December,Warrnambool,2 Community,24 Public Transport,249 Taxi,4
2019,December,Warrnambool,2 Community,25 Other Transport,251 Private Car,12
2019,December,Warrnambool,2 Community,25 Other Transport,255 Carpark (Single Level),55
2019,December,Warrnambool,2 Community,25 Other Transport,257 Other Transport Type/Area,7
2019,December,Warrnambool,2 Community,26 Justice,261 Police Station,115
2019,December,Warrnambool,2 Community,26 Justice,262 Court,114
2019,December,Warrnambool,2 Community,26 Justice,264 Youth Training Centre,2
2019,December,Warrnambool,2 Community,26 Justice,265 Other Justice Facility,1
2019,December,Warrnambool,2 Community,26 Justice,269 Other Justice (nec),1
2019,December,Warrnambool,2 Community,27 Open Space,271 Parkland/Reserve,28
2019,December,Warrnambool,2 Community,27 Open Space,272 Rural,4
2019,December,Warrnambool,2 Community,27 Open Space,273 Vacant Block,3
2019,December,Warrnambool,2 Community,27 Open Space,274 Beach Foreshore,10
2019,December,Warrnambool,2 Community,27 Open Space,275 Other Open Space,10
2019,December,Warrnambool,2 Community,27 Open Space,276 Beach Car Park,2
2019,December,Warrnambool,2 Community,28 Street/footpath,281 Street/Lane/Footpath,535
2019,December,Warrnambool,2 Community,29 Other community location,292 Civic Centre,4
2019,December,Warrnambool,2 Community,29 Other community location,293 Gallery,1
2019,December,Warrnambool,3 Other,31 Admin/professional,311 Business Office,21
2019,December,Warrnambool,3 Other,31 Admin/professional,312 Other Admin/Professional,1
2019,December,Warrnambool,3 Other,32 Financial,321 Bank,10
2019,December,Warrnambool,3 Other,33 Retail,331 Chemist/Pharmacy,14
2019,December,Warrnambool,3 Other,33 Retail,3310 24Hr Convenience,4
2019,December,Warrnambool,3 Other,33 Retail,3311 Restaurant/Fastfood,23
2019,December,Warrnambool,3 Other,33 Retail,3312 Other Retail,154
2019,December,Warrnambool,3 Other,33 Retail,332 Service Station,47
2019,December,Warrnambool,3 Other,33 Retail,334 2nd Hand Dealer,4
2019,December,Warrnambool,3 Other,33 Retail,335 Supermarket,89
2019,December,Warrnambool,3 Other,33 Retail,336 Department Store,50
2019,December,Warrnambool,3 Other,33 Retail,337 Shopping Complex,71
2019,December,Warrnambool,3 Other,33 Retail,338 Car Sales Yard,4
2019,December,Warrnambool,3 Other,33 Retail,339 Milkbar,5
2019,December,Warrnambool,3 Other,34 Wholesale,341 Any Wholesale,1
2019,December,Warrnambool,3 Other,35 Warehousing/storage,351 Warehousing/Storage,5
2019,December,Warrnambool,3 Other,36 Manufacturing,361 Factory,2
2019,December,Warrnambool,3 Other,36 Manufacturing,362 Any Manufacturing,1
2019,December,Warrnambool,3 Other,37 Agricultural,371 Farmland/Agricultural,3
2019,December,Warrnambool,3 Other,38 Recreational,381 Licensed Premises,97
2019,December,Warrnambool,3 Other,38 Recreational,383 Cinema,1
2019,December,Warrnambool,3 Other,38 Recreational,384 Sport Area/Facility,27
2019,December,Warrnambool,3 Other,38 Recreational,385 Gaming Venue,1
2019,December,Warrnambool,3 Other,38 Recreational,386 Other Rec./Sports,16
2019,December,Warrnambool,3 Other,39 Other location,392 Other Location (Not Elsewhere),44
2019,December,Warrnambool,3 Other,39 Other location,393 Construction Site,4
2019,December,Wellington,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,146
2019,December,Wellington,1 Residential,11 Dwelling - private,112 House,1897
2019,December,Wellington,1 Residential,11 Dwelling - private,113 Bungalow,2
2019,December,Wellington,1 Residential,11 Dwelling - private,114 Caravan/Mobile Home,29
2019,December,Wellington,1 Residential,11 Dwelling - private,116 Ministry Of Housing,32
2019,December,Wellington,1 Residential,11 Dwelling - private,117 Farm House,68
2019,December,Wellington,1 Residential,12 Dwelling  - non-private,121 Boarding House,8
2019,December,Wellington,1 Residential,12 Dwelling  - non-private,122 Holiday Home,25
2019,December,Wellington,1 Residential,12 Dwelling  - non-private,123 Guest House,1
2019,December,Wellington,1 Residential,12 Dwelling  - non-private,124 Nursing Home,7
2019,December,Wellington,1 Residential,12 Dwelling  - non-private,125 Hotel/Motel,19
2019,December,Wellington,1 Residential,12 Dwelling  - non-private,126 Other Dwelling,10
2019,December,Wellington,1 Residential,13 Grounds/surrounding land,1310 Farm Building,17
2019,December,Wellington,1 Residential,13 Grounds/surrounding land,132 Backyard,43
2019,December,Wellington,1 Residential,13 Grounds/surrounding land,133 Frontyard,129
2019,December,Wellington,1 Residential,13 Grounds/surrounding land,134 Garage,26
2019,December,Wellington,1 Residential,13 Grounds/surrounding land,135 Shed,38
2019,December,Wellington,1 Residential,13 Grounds/surrounding land,136 Premises Under Construction,3
2019,December,Wellington,1 Residential,13 Grounds/surrounding land,137 Other Residential (nec),15
2019,December,Wellington,1 Residential,13 Grounds/surrounding land,138 Driveway/Carport,102
2019,December,Wellington,1 Residential,13 Grounds/surrounding land,139 Carpark Multi Dwelling,5
2019,December,Wellington,2 Community,21 Education,211 School,51
2019,December,Wellington,2 Community,21 Education,212 School Grounds,29
2019,December,Wellington,2 Community,21 Education,213 Other Educational,4
